Ticari İsim,Etken Madde,Formulasyon,Kategori ID
TOYGAR (İMAL),200 g/l Proquinazid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TUNGA (İTHAL),222 g/l Flubendiamide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CROMPTON (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AMİSTAR XTRA 280 SC (İTHAL),200 g/l Azoxystrobin + 80 g/l Cyproconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SAFENER (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CHAMBER 600 (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RENOVE (İMAL),200 g/l Diquat dibromide,SL (Suda Çözünen Konsantre),6
IMPOSE (İMAL),"%57 Metiram + %4,8 Cymoxanil",WG (Suda Dağılabilen Granül),6
VELUM PRIME SC 400 (İTHAL),400 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGROFARM SALVO SL 840 (İMAL),530 g/l Propamocarb + 310 g/l Fosetyl,SL (Suda Çözünen Konsantre),6
DAGRO CURE 25 WP (İMAL),%25 Tebuconazole,WP (Islanabilir Toz),6
WOPROSULF 80 WG (İMAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
CENTUREX (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WG (Suda Dağılabilen Granül),6
MANDATE (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
FENAMID 50 SC (İMAL),310 g/l Thiophanate-methyl + 187 g/l Epoxiconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TREK-P (İTHAL),270 g/l Terbuthylazine + 64 g/l Pendimethalin,SE (Suspo-Emülsiyon),6
BIOBAS (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
SINAPSIS 75 DF (İMAL),%75 Chlorsulfuron,DF (Kuru Akışkan),6
RİBASSO EXTRA (İMAL),%50 Nicosulfuron + %25 Rimsulfuron,WG (Suda Dağılabilen Granül),6
FİNALE PRO SC 765 (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ANHUI 40 SC (İMAL),40 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BASED (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PROSETTE 80 WP (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
EFDAL PİNOS (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PYRİMAX (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BESANTİA (İMAL),"%57 Metiram + %4,8 Cymoxanil",WG (Suda Dağılabilen Granül),6
IMPACT T® (İTHAL),225 g/l Tebuconazole + 75 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EXPLOİT (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EXPLODER (İMAL),200 g/l Fenazaquin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SYDORF 5 EC (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
SPIRONN (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
FORSET (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS-FORTE WP (İMAL),%80 Thiram,WP (Islanabilir Toz),6
LUNA TRANQUİLİTY SC 500 (İTHAL),375 g/l Pyrimethanil +125 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ADENGO SC 465 (İTHAL),225 g/l Isoxaflutole + 90 g/l Thiencarbazone-methyl + 150 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
STACİD EC (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
EFDAL INDOX OD (İMAL),150 g/l Indoxacarb,OD (Yağda Dağılabilen),6
EFDAL EMABEN 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
DYNOMO 50 WG (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
CURCOZ R-DF (İMAL),"%39,75 Metalik bakıra eşdeğer bakır oksiklorid + %4,2 Cymoxanil",WG (Suda Dağılabilen Granül),6
FORVET ULTRA (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
AGRIFLOW (İMAL),800 g/l Kükürt,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VELİYETTE (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
BOW 50 WP (İMAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP (Islanabilir Toz),6
BURACİA (İMAL),500 g/l Fenhexamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ARRİVAL (İMAL),500 g/l Fenhexamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SELFREX 65 WG (İMAL),%65 Dodine,WG (Suda Dağılabilen Granül),6
STORY 250 EC (İMAL),250 g/l Difenoconazole,EC (Emülsiye Olabilen Konsantre),6
MAGİK (İMAL),%12 Dithianon + %4 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
KOCTEL 30 WG (İMAL),%30 Metalik bakıra eşdeğer bakır hidroksit,WG (Suda Dağılabilen Granül),6
PARABOLİC (İMAL),722 g/l Propamocarb-hydrochloride,SL (Suda Çözünen Konsantre),6
AMENDOLA (İMAL),100 g/l Penconazole,EC (Emülsiye Olabilen Konsantre),6
ADASTRA (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
MOLFETTA WG 800 (İMAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
CIRRUS (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
ASTRADEX (İMAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
TAMADA 75 DF (İMAL),%75 Chlorsulfuron,WG (Suda Dağılabilen Granül),6
DUGARY (İMAL),"9,3 g/l Milbemectin",EC (Emülsiye Olabilen Konsantre),6
CHEKKER (İMAL),"25,2 g/l Penoxsulam",OD (Yağda Dağılabilen),6
SLOT (İMAL),720 g/l Dimethenamid-p,EC (Emülsiye Olabilen Konsantre),6
MAXİM 480 FS (İTHAL),480 g/l Fludioxonil,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
SUVARTHION 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PAYARTİS 250 SC (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BRAVE (İTHAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEVA BORDO (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
AMON (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
REIKON (İMAL),200 g/l Azoxystrobin + 80 g/l Cyproconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
APACHE 50 EC (İMAL),500 g/l Pirimiphos methyl,EC (Emülsiye Olabilen Konsantre),6
NOVIRAD 100 EC (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
ARTSIL 240 SC (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGRON SC 240 (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LADON SC 240 (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FURINA 6 (İMAL),%6 Metaldehyde,GB (Granül Yem),6
PANCART 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
RAMPEX 4 (İMAL),%4 Metaldehyde,GB (Granül Yem),6
EOS 4 (İMAL),%4 Metaldehyde,GB (Granül Yem),6
BORDO MIX TEZCAN 20 WG (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WG (Suda Dağılabilen Granül),6
PANIKOS 5 (İMAL),%5 Metaldehyde,GB (Granül Yem),6
SUNAMİN 500 SL (İMAL),"500 g/l 2,4-D asite eşdeğer dimethyl amin tuzu",SL (Suda Çözünen Konsantre),6
ACAMAS (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
PESTİGE 250 EC (İMAL),250 g/l Tebuconazole,EC (Emülsiye Olabilen Konsantre),6
PREVENT (İMAL),722 g/l Propamocarb-hydrochloride,SL (Suda Çözünen Konsantre),6
RIHEN (İMAL),250 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
GENNOVA BAKIR 50 WP (İMAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP (Islanabilir Toz),6
BORDEAUX GENNOVA WG (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WG (Suda Dağılabilen Granül),6
MİSSİLE (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
EXCALENCE (İMAL),200 g/l Esfenvalerate,EC (Emülsiye Olabilen Konsantre),6
FRAGMAN 50 WG (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
ARROW MAX 100 FS (İMAL),100 g/l Fludioxonil,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
MANCHET (İMAL),%76 Ziram,WG (Suda Dağılabilen Granül),6
DAGRO CORS (İMAL),330 g/l Pendimethalin,EC (Emülsiye Olabilen Konsantre),6
REBELEX™ 225 SC (İTHAL),150 g/l Penoxsulam + 75 g/l Florasulam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PRESENT (İMAL),480 g/l Ethephon + 60 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SİPERKOR 500 EC (İMAL),500 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
KURAMITE (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
ACS REVOLT 70 WP (İTHAL),%70 Metribuzin,WP (Islanabilir Toz),6
LEGATO LENNS (İTHAL),250 g/l Glyphosate asite eşdeğer Glyphosate Isopropylamin Tuzu + 40 g/l Diflufenican,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FONO SUPER (İMAL),"69 g/l Fenoxaprop-p-ethyl + 34,5 g/l Cloquintocet-mexyl (safener)","EW (Emülsiyon, Suda Yağ)",6
MENSURON (İTHAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
LAUDIS OD 66 (İTHAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
SUPER KORDANT (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
TORCH (İMAL),480 g/l Dicamba,SL (Suda Çözünen Konsantre),6
OBA 10 WP (İMAL),"%8,25 Bensulfuron-methyl + %1,75 Metsulfuron-methyl",WP (Islanabilir Toz),6
TOZTATE 10 G (İMAL),%10 Fosthiazate,GR (Granül),6
HEROCUPER AZUL (İTHAL),700 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SİPERKOR 100 EW (İMAL),100 g/l Cypermethrin,"EW (Emülsiyon, Suda Yağ)",6
CYPERHARD 20 EC (İMAL),200 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
BRUST (İMAL),245 g/l Myclobutanil,EC (Emülsiye Olabilen Konsantre),6
ACS ALPHAC 100 EC (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
ATTIS (İMAL),"65,82 g/l Metalik bakıra eşdeğer bakır sülfat",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BERETTA (İMAL),%12 Dithianon + %4 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
WAIPA (İTHAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
WEFFA BORDOMİX (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
RAK 5+6 (İTHAL),500 mg (E/Z) 8-Dodecenylacetate (E/Z8-12Ac)+ 550 mg (E)-5-Decenylacetate/(E)-5-decenol+n-hexadecylacetate (E5-10 AC/E5-100 H+16 Ac)/Kapsül,--- (-),6
RAK 3 (İTHAL),"275 mg ((E,E)-8,10-Dodecadien-1-ol+n-tetradecacylacetate)/ kapsül",--- (-),6
TRIPP 10 G (İMAL),%10 Fosthiazate,GR (Granül),6
COTMAS 35 FS (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
SYNET WG (İMAL),"%57 Metiram + %4,8 Cymoxanil",WG (Suda Dağılabilen Granül),6
DELAN PRO (İTHAL),375 g/l Phosphorous Acid (mono ve di-potasyum tuzları) + 125 g/L Dithianon,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL SWEET GOLD 915 EC (İMAL),915 g/l S-Metolachlor + 45 g/l Benoxacor (safener),EC (Emülsiye Olabilen Konsantre),6
AROZEN (İMAL),100 g/l Clopyralid,SL (Suda Çözünen Konsantre),6
EFDAL SUPERHALOX (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
KOR ESTER (İMAL),"480 g/l 2,4-D asite eşdeğer Isooctylester",EC (Emülsiye Olabilen Konsantre),6
TREVISTAR 22 EC (İTHAL),"144 g/l Fluroxypyr-meptyl + 80 g/l Clopyralid + 2,5 g/l Florasulam",EC (Emülsiye Olabilen Konsantre),6
AQUADEX (İMAL),250 g/l Bentazone + 125 g/l MCPA,SL (Suda Çözünen Konsantre),6
REACTOR 36 CS (İTHAL),360 g/l Clomazone,CS (Kapsül Süspansiyon),6
VINIFILL 24 EC (İMAL),245 g/l Myclobutanil,EC (Emülsiye Olabilen Konsantre),6
PLACARD (İMAL),722 g/l Propamocarb-hydrochloride,SL (Suda Çözünen Konsantre),6
PLAGAREN 36 SL (İMAL),360 g/l Hymexazole,SL (Suda Çözünen Konsantre),6
RUFAST 75 EW (İTHAL),75 g/l Acrinathrin,"EW (Emülsiyon, Suda Yağ)",6
KAFAS (İTHAL),"639,8 g/l Neem yağı ekstraktı",EC (Emülsiye Olabilen Konsantre),6
MAXAT (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SUNTHİRAM 80 WP (İMAL),%80 Thiram,WP (Islanabilir Toz),6
DESCARTES (İMAL),250 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
ERMOT (İMAL),%20 Tebufenpyrad,WP (Islanabilir Toz),6
CAPSLOCK 2 F (İMAL),240 g/l Tau-fluvalinate,"EW (Emülsiyon, Suda Yağ)",6
GOLDAN 50 WP (İMAL),%50 Phosmet,WP (Islanabilir Toz),6
EFDAL LABUTRO (İMAL),100 g/l Buprofezin + 20 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
NEYGRAN M (İMAL),250 g/l Bentazone + 125 g/l MCPA,SL (Suda Çözünen Konsantre),6
PLANOMI 400 SC (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NICOLESON (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
FULDOWN 600 SC (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LARMALIN (İMAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
LARSON SL (İMAL),"344 g/l 2,4-D asite eşdeğer dimethyl amonyum tuzu + 120 g/l Dicamba",SL (Suda Çözünen Konsantre),6
DEVAMEC 18 EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
PENSTAR EW (İMAL),18 g/l Abamectin,"EW (Emülsiyon, Suda Yağ)",6
HYPNOSE TOTAL (İMAL),"500 g/l Primiphos Methyl + 7,5 g/l Emamectin Benzoate",EC (Emülsiye Olabilen Konsantre),6
MIKADO 85WG (İTHAL),"%7,08 Pyroxsulam + %1,42 Florasulam + %7,08 Cloquintocet-mexyl (safener)",WG (Suda Dağılabilen Granül),6
SPONSOR EXTRA (İMAL),450 g/l Pendimethalin,CS (Kapsül Süspansiyon),6
GOLDENGEL 4F (İMAL),480 g/l Oxyfluorfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ESCORT (İMAL),%50 Dicamba + %25 Tritosulfuron,WDG (Suda Dağılabilen Granül),6
WIXAMON 40 SL (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
STANBY STAR (İMAL),441 g/l Glyphosate Potasyum Tuzu,SL (Suda Çözünen Konsantre),6
EFDAL TEFMOLT SUPER SC (İMAL),150 g/l Teflubenzuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MANTRAK (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
CAVVONT (İMAL),100 g/l Buprofezin + 20 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
DEVAPLAN 20 SP (İMAL),%20 Acetamiprid,SP (Suda Çözünen Toz),6
CİNDER 400 CS (İTHAL),400 g/l Pendimethalin,CS (Kapsül Süspansiyon),6
GOLFEN 4F (İMAL),480 g/l Oxyfluorfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CALARİS PRO 376 SC (İTHAL),326 g/l Terbuthylazine + 50 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TELSON 101 (İMAL),"451,4 g/l 2,4-D (2,4-D Dichlorophenoxy) acetic acid tri-isopropyl amin tuzu + 116,3 gl Picloram",SL (Suda Çözünen Konsantre),6
EXTRALİN PRO SC 765 (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SPOTMASTER (İMAL),720 g/l Dimethenamid-p,EC (Emülsiye Olabilen Konsantre),6
ENTERER (İMAL),"22,5 g/l Foramsulfuron",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NOMERISE (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CONRAD MAX (İMAL),200 g/l Azoxystrobin + 125 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MENTA UFO (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
ORISAFEM 600 (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BİZANTİON 240 SC (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TRUEGOLD (İMAL),50 g/l Fenpyroximate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CUTTENG (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
PROCLAİM OPTİ UV 05 WG (İTHAL),%5 Emamectin benzoate,WG (Suda Dağılabilen Granül),6
KALSON (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
ELİOS SC 240 (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
M-PEDE (İTHAL),500 g/l (%49) Yağ asitlerinin potasyum tuzları,SL (Suda Çözünen Konsantre),6
SUNCOL 60 FS (İMAL),60 g/l Tebuconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
DAGROLINT (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
AKRİS (İTHAL),280 g/l Dimethenamid-p + 250 g/l Terbuthylazine,SE (Suspo-Emülsiyon),6
RANEB 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
FİRENZE SC 400 (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
OLİVENZA 500 SC (İMAL),500 g/l Clofentezine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PITYO PRO (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
EKHO PRO (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
MICRORAM 700 (İTHAL),700 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AMPLİGO 150 ZC (İTHAL),100 g/l Chlorantraniliprole + 50 g/l Lambda-cyhalothrin,ZC (CS ve SC Formülasyonlarının Karışımı),6
PLARON 240 SC (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
INTERVIX PLUS (İTHAL),25 g/l Imazamox,SL (Suda Çözünen Konsantre),6
MİCROGARD CHALLENGER (İMAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
DUROCK 240 SC (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PLANOCK (İMAL),"9,3 g/l Milbemectin",EC (Emülsiye Olabilen Konsantre),6
ARTEDEX T (İMAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
OVERVİEW SL 840 (İMAL),530 g/l Propamocarb + 310 g/l Fosetyl,SL (Suda Çözünen Konsantre),6
SUNSTEP (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
ANHORGAP (İMAL),100 g/l Buprofezin + 20 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
SUNULTRA 400 SC (İMAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FLENTER (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BUPROLED (İMAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BESTMİLYN (İMAL),480 g/l Diflubenzuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
IMERA 18 EW (İTHAL),18 g/l Abamectin,"EW (Emülsiyon, Suda Yağ)",6
DOCTRİNE (İMAL),%30 Indoxacarb,WG (Suda Dağılabilen Granül),6
EFDAL ETUX (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FUNGİROL (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CAMEO (İMAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ULTIO (İMAL),480 g/l Ethephon + 60 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALBA SUPER (İMAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
MEKA SÜPER (İMAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
CHENOKER (İMAL),"25,2 g/l Penoxsulam",OD (Yağda Dağılabilen),6
KLEENUP STAR (İMAL),441 g/l Glyphosate Potasyum Tuzu,SL (Suda Çözünen Konsantre),6
BASEGATE (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
TALON SÜPER EW (İMAL),50 g/l Quizalofop-p-ethyl,"EW (Emülsiyon, Suda Yağ)",6
POUNCE DF (İMAL),%70 Metiram,DF (Kuru Akışkan),6
THIOLUX WG (İMAL),"%3 Mesosulfuron-methyl + %0,6 Iodosulfuron-methyl sodium + %9 Mefenpeyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
FULLROW (İMAL),150 g/l Fluazifop-p-butyl,EC (Emülsiye Olabilen Konsantre),6
AVESTAR 10 EC (İMAL),100 g/l Fenoxaprop-P-ethyl + 25 g/l Fenchlorazole-ethyl (Safener),EC (Emülsiye Olabilen Konsantre),6
MAKSİYER (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
SON-FİNAL (İMAL),480 g/l Ethephon + 60 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LOBBİ (İMAL),915 g/l S-Metolachlor + 45 g/l Benoxacor (safener),EC (Emülsiye Olabilen Konsantre),6
MEGAUNT 150 SC (İTHAL),150 g/l Indoxacarb,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MARJİNAL 100 EC (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
CHEERIO SC 600 (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PLATİN MALATHİON (İMAL),190 g/l Malathion,EC (Emülsiye Olabilen Konsantre),6
YAMATO (İTHAL),233 g/l Thiophanate-methyl + 70 g/l Tetraconazole,SE (Suspo-Emülsiyon),6
ELİMİNATOR SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEPART 40 WP (İMAL),%25 Thiophanate-methyl + %15 Etridiazole,WP (Islanabilir Toz),6
PASSAT 5 EC (İMAL),50 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
MORPHEUS 240 SC (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TUNCH 150 EC (İMAL),150 g/l Indoxacarb,EC (Emülsiye Olabilen Konsantre),6
GORDONN (İMAL),"451,4 g/l 2,4-D (2,4-D Dichlorophenoxy) acetic acid tri-isopropyl amin tuzu + 116,3 gl Picloram",SL (Suda Çözünen Konsantre),6
PACODITY 240 SC (İMAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ASTİ 240 SC (İMAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CAPİTO (İMAL),75 g/l Indoxacarb + 18 g/l Abamectin,OD (Yağda Dağılabilen),6
ALVARO (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
CONTİER (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
INTERRUPT SC 240 (İTHAL),"228,6 g/l Spiromesifen + 11,4 g/l Abamectin",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
STORIONE EC (İMAL),400 g/l Fenamiphos,EC (Emülsiye Olabilen Konsantre),6
RULER 70 WP (İMAL),%70 Metribuzin,WP (Islanabilir Toz),6
PRAXİS (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
COLIBAST 48 SC (İMAL),480 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VENISON 150 SC (İMAL),150 g/l Indoxacarb,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PASCHA (İMAL),%6 Metaldehyde,GB (Granül Yem),6
THEMİS (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
EFDAL ULTRAMİX (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
SUNSTAR 330 EC (İMAL),330 g/l Pendimethalin,EC (Emülsiye Olabilen Konsantre),6
BERAUT (İMAL),310 g/l Thiophanate-methyl + 187 g/l Epoxiconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
COREMIKS (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACME 150 SC (İMAL),150 g/l Indoxacarb,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
